happiness_id,country_id,year_id,Happiness_Score,Life_Satisfaction,Social_Support,Healthy_Life_Expectancy,Freedom,Generosity,Corruption_Perception,Public_Trust,Mental_Health_Index,Work_Life_Balance,Climate_Index
3154,5,2008,5.35,8.35,0.86,69.03,0.76,-0.1,0.25,0.4,65.7,8.65,90.31
3155,1,2008,7.77,4.53,0.55,73.63,0.55,0.37,0.76,0.44,71.88,5.2,42.9
3156,7,2024,3.58,5.17,0.41,69.62,0.25,-0.04,0.09,0.14,49.45,8.0,61.59
3157,4,2022,7.73,7.06,0.11,62.44,0.11,0.22,0.2,0.3,72.9,6.28,30.62
3158,20,2022,6.67,8.85,0.39,69.91,0.9,-0.11,0.74,0.45,42.17,7.23,49.89
3159,7,2020,6.19,7.02,0.73,59.01,0.89,0.48,0.28,0.26,48.99,4.01,62.07
3160,6,2013,6.23,5.64,0.92,65.41,0.11,0.12,0.49,0.92,50.27,7.49,93.65
3161,4,2022,7.13,8.09,0.25,59.83,0.8,0.38,0.33,0.01,77.96,3.51,52.19
3162,7,2006,3.53,4.68,0.36,54.3,0.45,0.34,0.51,0.59,74.04,7.15,77.07
3163,19,2008,5.52,8.41,0.15,61.27,0.32,0.3,0.35,0.77,87.88,5.79,88.38
3164,5,2016,6.49,8.87,0.69,79.82,0.74,0.38,0.99,0.73,67.86,4.37,52.86
3165,7,2011,5.93,8.84,0.96,63.34,0.61,-0.13,0.36,0.64,68.49,5.88,41.85
3166,1,2019,7.16,4.74,0.64,76.18,0.78,0.27,0.63,0.41,49.69,8.13,71.38
3167,3,2011,3.36,6.75,0.62,56.13,0.07,-0.01,0.89,0.92,84.56,3.93,49.91
3168,19,2021,6.45,6.92,0.55,64.85,0.32,0.35,0.64,0.33,40.22,4.02,75.67
3169,20,2020,5.67,4.97,0.09,54.02,0.32,0.47,0.57,0.75,65.49,6.2,39.43
3170,20,2023,4.9,6.73,0.73,54.85,0.33,0.43,0.57,0.93,51.3,6.75,40.61
3171,20,2013,4.7,7.23,0.6,71.61,0.5,-0.12,0.5,0.13,86.26,5.52,77.31
3172,20,2018,6.1,5.64,0.66,71.26,0.28,0.06,0.81,0.95,80.4,4.6,98.15
3173,3,2021,7.45,5.58,0.9,57.47,0.44,0.06,0.05,0.78,82.41,3.4,47.28
3174,7,2009,5.48,4.3,0.78,66.6,0.37,-0.11,0.89,0.62,48.91,3.3,79.97
3175,8,2006,7.12,8.78,0.78,80.22,0.74,-0.13,0.59,0.37,80.13,3.24,67.24
3176,7,2024,5.01,8.02,0.93,56.1,0.6,0.07,0.85,0.9,81.45,8.41,89.07
3177,6,2020,3.51,7.8,0.99,50.67,0.65,0.49,0.01,0.04,40.16,3.79,57.22
3178,5,2018,3.31,4.11,0.58,72.82,0.21,0.2,0.87,0.43,59.06,4.77,98.02
3179,4,2018,3.26,7.12,0.11,51.87,0.33,0.24,0.12,0.76,45.24,8.92,35.77
3180,8,2005,4.9,4.9,0.46,84.3,0.02,0.13,0.72,0.81,80.88,8.56,98.93
3181,8,2007,4.69,7.31,0.79,71.34,0.11,0.26,0.42,0.2,52.73,3.26,89.24
3182,7,2011,6.59,7.11,0.03,66.46,0.27,0.47,0.68,0.05,55.88,6.31,90.65
3183,8,2019,6.71,8.26,0.06,65.05,0.07,0.21,0.63,0.8,44.7,6.8,88.97
3184,16,2023,3.25,5.28,0.07,70.06,0.6,-0.15,0.16,0.42,69.03,3.32,90.33
3185,16,2024,4.11,4.14,0.73,53.17,1.0,0.15,0.51,0.14,41.98,7.37,87.06
3186,6,2006,4.37,8.57,0.5,82.55,0.1,0.49,0.28,0.09,90.74,8.93,92.97
3187,4,2023,5.74,8.54,0.37,71.9,0.82,0.07,0.56,0.64,41.58,5.58,62.26
3188,1,2013,3.72,6.28,0.11,56.44,0.12,0.22,0.74,0.58,43.7,5.7,95.75
3189,3,2023,3.67,4.39,0.73,69.69,0.67,-0.13,0.08,0.85,78.42,6.96,56.95
3190,7,2009,7.72,6.49,0.32,54.66,0.64,-0.1,0.52,0.03,95.02,7.42,81.0
3191,3,2022,7.02,6.62,0.27,50.61,0.9,0.41,0.62,0.87,93.53,7.74,79.72
3192,1,2020,3.9,8.11,0.65,72.07,0.11,0.01,0.3,0.89,45.02,3.47,87.46
3193,7,2008,5.03,7.59,0.56,72.7,0.32,0.01,0.95,0.45,57.31,7.8,81.69
3194,7,2016,4.78,4.35,0.36,70.43,0.09,0.07,0.52,0.08,71.26,8.18,32.48
3195,4,2011,6.96,7.53,0.64,56.42,0.41,0.48,0.18,0.95,41.6,3.27,81.74
3196,3,2018,5.55,4.68,0.27,71.12,0.91,-0.14,0.11,0.07,71.72,3.23,31.63
3197,16,2016,3.64,4.45,0.79,51.98,0.78,0.37,0.54,0.59,66.87,6.31,67.33
3198,20,2007,6.69,5.99,0.23,71.32,0.72,0.04,0.38,0.49,75.3,5.98,88.73
3199,3,2009,4.98,4.39,0.16,69.39,0.53,0.39,0.19,0.84,95.22,8.88,88.07
3200,5,2021,4.31,8.15,0.78,72.93,0.88,0.49,0.03,0.5,56.48,4.77,88.89
3201,5,2014,4.88,6.32,0.71,81.34,0.45,0.04,0.57,0.47,78.35,6.54,72.17
3202,7,2014,5.49,6.94,0.18,79.76,0.15,-0.11,0.6,0.88,65.79,6.04,42.87
3203,20,2015,4.72,6.88,0.12,84.32,0.84,-0.1,0.14,0.96,66.11,6.21,65.56
3204,19,2021,4.21,8.89,0.84,84.17,0.28,0.33,0.6,0.55,78.84,6.96,66.13
3205,1,2009,4.99,8.58,0.78,77.03,0.05,-0.1,0.95,0.45,97.08,6.23,52.73
3206,6,2017,3.1,8.25,0.33,83.47,0.13,-0.02,0.98,0.83,91.78,3.04,59.69
3207,20,2014,6.86,5.92,0.66,80.35,0.61,-0.06,0.89,0.83,78.37,8.06,91.05
3208,6,2013,3.85,4.73,0.12,75.47,0.61,0.05,0.81,0.32,67.69,4.21,66.25
3209,3,2021,3.22,6.96,0.51,52.64,0.26,-0.15,0.21,0.58,65.44,4.39,79.33
3210,3,2005,6.27,6.2,0.02,51.72,0.73,0.4,0.16,0.15,87.23,6.89,64.71
3211,6,2008,6.87,5.13,0.39,79.32,0.77,0.4,0.44,0.64,53.09,5.87,73.22
3212,1,2008,7.07,4.49,0.07,67.14,0.92,0.09,0.62,0.83,75.26,6.45,36.48
3213,20,2022,5.47,6.18,0.48,78.51,0.58,0.23,0.85,0.19,70.3,5.98,95.2
3214,19,2013,4.03,7.25,0.42,60.95,0.78,0.25,0.23,0.32,78.96,5.51,60.52
3215,7,2022,6.69,7.13,0.44,63.92,0.75,0.32,0.48,0.45,51.25,5.9,82.38
3216,4,2018,6.5,7.87,0.05,74.51,0.26,0.16,0.65,0.85,81.75,3.85,76.7
3217,3,2019,4.23,6.33,0.36,82.04,0.31,0.16,0.45,0.73,77.62,8.82,85.95
3218,5,2010,7.52,5.61,0.76,53.07,0.48,0.24,0.45,0.32,50.81,6.45,32.44
3219,1,2014,3.52,6.69,0.37,80.15,0.02,0.29,0.23,0.24,66.98,4.72,95.47
3220,4,2019,7.91,8.88,0.72,77.76,0.3,0.04,0.99,0.7,80.72,7.28,88.08
3221,19,2008,7.3,4.23,0.37,61.04,0.47,0.03,0.48,0.48,94.1,8.28,88.36
3222,8,2022,6.44,6.64,0.42,62.43,0.11,-0.01,0.53,0.59,47.33,4.78,62.7
3223,7,2022,7.69,5.65,0.56,51.63,0.13,0.18,0.22,0.65,40.52,4.95,85.74
3224,3,2021,6.61,4.53,0.95,50.55,0.46,0.05,0.51,0.56,49.91,5.63,70.26
3225,7,2016,3.95,6.17,0.11,66.7,0.73,0.18,0.26,0.61,99.36,4.3,65.24
3226,4,2011,5.21,7.21,0.03,53.34,0.83,0.08,0.2,0.89,86.1,7.86,84.94
3227,7,2020,3.36,6.64,0.61,56.79,0.55,0.39,0.28,0.87,76.86,6.51,73.95
3228,8,2015,4.95,4.15,0.95,79.64,0.47,-0.15,0.0,0.15,47.98,3.34,35.4
3229,4,2018,6.71,6.9,0.99,69.99,0.38,0.2,0.57,0.59,64.96,8.98,52.02
3230,3,2007,4.93,5.16,0.48,72.18,0.19,0.2,0.39,0.44,82.91,6.45,73.55
3231,20,2023,4.65,5.71,0.47,56.56,0.15,0.07,0.9,0.29,93.75,8.34,93.27
3232,5,2022,5.98,5.56,0.64,79.0,0.79,0.09,0.04,0.63,62.91,6.01,95.31
3233,4,2014,7.36,8.29,0.56,80.38,0.47,0.36,0.04,0.51,99.98,6.49,88.72
3234,16,2010,3.24,4.24,0.63,68.32,0.79,-0.0,0.89,0.77,48.38,5.73,47.8
3235,8,2017,4.93,5.74,0.87,81.94,0.7,0.41,0.13,0.09,63.22,5.54,63.14
3236,4,2014,3.79,5.97,0.75,79.57,0.19,0.43,0.0,0.3,92.52,4.31,60.34
3237,4,2022,6.48,7.09,0.5,75.6,0.51,0.26,0.18,0.03,78.99,8.77,60.71
3238,16,2024,3.53,7.94,0.46,75.69,0.44,0.34,0.82,0.75,88.66,4.09,33.48
3239,3,2020,6.32,7.64,0.64,53.69,0.42,0.23,0.8,0.91,94.47,6.16,42.15
3240,4,2010,4.43,7.76,0.46,59.48,0.54,0.17,0.34,0.59,70.44,3.52,40.73
3241,5,2017,3.99,4.96,0.46,52.34,0.98,0.48,0.67,0.62,54.08,8.96,73.21
3242,7,2008,7.68,8.56,0.02,50.3,0.81,-0.0,0.51,0.05,81.62,6.33,58.83
3243,3,2018,3.09,6.07,0.17,55.54,0.9,-0.09,0.9,0.5,73.81,7.89,52.71
3244,5,2005,5.19,4.06,0.49,80.82,0.03,0.0,0.06,0.53,86.36,6.38,61.07
3245,3,2024,3.11,7.34,0.82,58.4,0.14,0.23,0.81,0.04,70.7,7.83,52.69
3246,5,2009,5.42,7.02,0.28,83.96,0.08,-0.07,0.17,0.78,88.67,6.21,83.02
3247,8,2012,5.51,4.63,0.52,70.91,0.26,0.44,0.39,0.28,94.12,5.67,41.69
3248,5,2016,4.61,8.8,0.34,58.3,0.44,0.09,0.19,0.72,84.97,5.74,33.93
3249,6,2006,3.66,6.81,0.1,67.4,0.64,0.39,0.7,0.4,84.62,3.01,75.55
3250,5,2016,4.88,6.35,0.96,57.67,0.5,-0.03,0.68,1.0,75.23,5.22,46.14
3251,20,2009,6.36,5.99,0.85,84.44,0.9,0.02,0.55,0.21,68.3,8.71,75.03
3252,20,2009,6.91,5.05,0.08,79.65,0.94,-0.16,0.7,0.06,98.36,7.05,34.1
3253,1,2017,5.65,8.76,0.72,50.92,0.16,-0.02,0.64,0.98,78.71,8.52,47.3
3254,6,2013,5.95,7.51,0.35,83.17,0.85,0.14,0.78,0.24,90.42,4.2,40.77
3255,6,2014,4.0,6.84,0.99,75.24,0.48,0.46,0.24,0.64,70.32,5.95,50.35
3256,7,2005,4.44,7.16,0.3,52.88,0.45,0.07,0.43,0.37,73.29,3.21,53.02
3257,6,2007,3.81,8.2,0.24,73.47,0.78,0.25,0.15,0.64,79.77,7.06,64.66
3258,7,2022,4.25,7.18,0.57,72.64,0.09,0.1,0.43,0.6,83.71,7.7,66.41
3259,1,2016,4.12,4.57,0.84,57.66,0.88,-0.17,0.7,0.71,66.9,7.49,74.11
3260,1,2007,5.6,7.49,0.19,76.55,0.67,0.15,0.69,0.02,61.38,3.52,53.22
3261,8,2013,5.81,6.82,0.71,53.05,0.88,-0.15,0.71,0.84,54.37,4.49,67.24
3262,20,2006,7.72,8.83,0.06,67.13,0.99,0.42,0.31,0.48,65.42,6.93,99.31
3263,5,2007,3.98,7.67,0.92,50.35,0.52,0.33,0.66,0.52,52.67,7.55,44.74
3264,5,2018,6.21,5.72,0.08,83.91,0.09,0.07,0.37,0.41,65.01,4.65,40.69
3265,16,2008,7.09,4.68,0.91,76.3,0.17,0.25,0.94,0.99,92.48,5.44,88.98
3266,16,2023,5.8,6.41,0.49,55.56,0.32,-0.12,0.34,0.8,98.62,5.11,58.73
3267,19,2017,4.28,7.4,0.45,61.96,0.1,0.29,0.6,0.31,74.63,3.03,89.28
3268,3,2011,4.31,4.89,0.97,55.62,0.82,0.38,0.75,0.78,48.76,6.46,59.73
3269,8,2016,3.2,7.25,0.99,76.83,0.3,0.38,0.91,0.44,65.65,7.01,31.52
3270,19,2007,4.53,8.13,0.65,52.06,0.98,-0.0,0.44,0.87,76.12,4.66,56.24
3271,19,2013,6.72,4.79,0.13,79.41,0.7,-0.02,0.36,0.03,62.25,7.13,72.71
3272,4,2006,3.24,7.53,0.51,82.98,0.17,0.16,0.43,0.36,52.31,4.46,61.33
3273,4,2013,4.1,4.34,0.53,73.68,0.48,0.48,0.32,0.43,53.61,7.29,62.15
3274,19,2016,6.53,4.04,0.51,57.45,0.47,0.44,0.65,0.74,68.44,5.74,99.88
3275,6,2016,6.91,4.16,0.57,62.6,0.49,0.05,0.93,0.18,52.99,8.23,68.09
3276,3,2019,5.28,7.16,0.02,66.7,0.54,0.35,0.13,0.29,54.97,6.27,78.79
3277,8,2006,6.49,8.87,0.71,71.16,0.03,0.44,0.56,0.72,92.39,4.11,80.47
3278,19,2022,4.94,7.86,0.71,73.4,0.69,-0.02,0.9,0.08,86.74,7.93,30.01
3279,5,2017,3.8,5.27,0.12,69.4,0.49,0.38,0.1,0.2,43.32,7.67,68.67
3280,3,2018,4.99,4.36,0.57,62.3,0.79,-0.01,0.49,0.75,59.21,3.51,97.41
3281,4,2009,5.9,7.08,0.57,81.18,0.82,0.04,0.87,0.88,71.92,3.29,82.56
3282,5,2014,7.74,4.02,0.68,52.85,0.23,-0.06,0.9,0.73,43.64,3.82,53.83
3283,4,2016,3.34,7.96,0.09,66.32,0.05,0.15,0.51,0.53,80.99,8.07,55.52
3284,4,2014,5.54,5.22,0.63,77.14,0.7,0.39,0.02,0.1,63.07,4.92,51.25
3285,3,2015,4.64,5.5,0.28,52.13,0.98,0.17,0.11,0.83,63.83,6.03,74.11
3286,4,2006,5.54,5.72,0.51,74.69,0.45,-0.11,0.59,0.12,55.92,6.62,36.81
3287,1,2009,3.12,7.82,0.77,78.69,0.26,-0.02,0.12,0.39,60.04,7.46,50.3
3288,20,2011,4.57,5.33,0.71,73.13,0.16,0.19,0.15,0.05,91.7,7.98,64.88
3289,1,2010,7.1,5.42,0.12,50.45,0.29,0.21,0.77,0.71,87.32,6.1,67.47
3290,20,2007,5.77,6.7,0.59,56.3,0.33,0.2,0.75,0.5,96.15,5.49,72.52
3291,16,2017,5.25,6.32,0.97,61.97,0.42,-0.15,0.84,0.91,81.94,4.18,85.81
3292,16,2007,4.43,8.78,0.16,58.18,0.66,0.33,0.11,0.14,74.67,6.65,41.43
3293,4,2010,4.49,5.32,0.85,83.69,0.27,0.44,0.2,0.82,55.56,6.3,45.75
3294,8,2015,4.92,4.46,0.7,72.81,0.05,0.16,0.83,0.51,80.01,4.75,91.06
3295,8,2021,7.18,6.7,0.77,60.39,0.37,0.3,0.72,0.37,94.37,5.68,88.18
3296,20,2014,7.84,4.92,0.28,82.54,0.86,0.44,0.81,0.64,44.15,7.44,87.51
3297,5,2016,5.19,6.07,0.29,75.92,0.5,0.25,0.99,0.79,66.58,6.76,44.6
3298,3,2021,4.97,4.94,0.91,59.96,0.96,0.27,0.86,0.44,48.96,5.89,34.08
3299,4,2008,7.23,8.4,0.36,63.26,0.5,0.3,0.52,0.23,88.64,4.63,66.64
3300,3,2006,5.13,5.64,0.06,56.98,0.28,-0.02,0.31,0.92,76.85,7.01,90.9
3301,1,2015,5.76,7.87,0.6,83.99,0.19,0.21,0.57,0.31,92.78,6.77,46.63
3302,8,2011,4.15,8.74,0.12,68.11,0.69,0.39,0.64,1.0,43.79,5.75,93.29
3303,6,2006,6.72,8.7,0.8,81.36,0.54,0.01,0.34,0.77,94.34,4.43,39.91
3304,1,2022,5.66,6.62,0.64,62.13,0.6,0.43,0.77,0.69,44.03,4.05,50.87
3305,1,2008,7.05,8.92,0.87,80.13,0.76,0.23,0.09,0.01,57.26,5.04,50.88
3306,20,2012,6.9,7.28,0.78,51.89,0.73,0.1,0.78,0.45,49.37,8.45,40.58
3307,7,2024,4.08,4.64,0.11,84.37,0.04,0.24,0.03,0.5,48.72,7.52,91.09
3308,1,2018,6.58,8.44,0.38,81.92,0.8,0.08,0.5,0.38,50.3,8.35,58.88
3309,4,2016,7.0,6.34,0.77,62.71,0.53,0.39,0.86,0.15,68.81,8.06,43.35
3310,19,2022,4.73,4.76,0.42,77.12,0.39,0.14,0.09,0.37,87.06,5.75,40.31
3311,19,2015,3.86,7.96,0.97,76.33,0.54,0.43,0.52,0.07,93.9,6.18,59.46
3312,4,2012,3.01,7.12,0.74,81.54,0.61,0.16,0.16,0.29,74.01,4.02,31.21
3313,7,2006,5.25,8.41,0.02,60.75,0.15,0.26,0.89,0.08,49.47,7.33,38.47
3314,7,2019,4.76,8.14,0.88,66.29,0.42,0.5,0.83,0.75,44.75,5.53,30.26
3315,20,2013,5.77,5.6,0.1,80.27,0.34,-0.1,0.93,0.67,69.65,3.97,31.71
3316,8,2023,3.94,5.28,0.14,77.25,0.35,0.32,0.87,0.94,85.92,3.57,99.82
3317,3,2024,7.3,7.67,0.73,63.77,0.09,-0.1,0.74,0.38,77.21,7.18,61.42
3318,7,2012,4.29,6.87,0.86,79.6,0.16,0.39,0.18,0.79,74.97,5.89,81.02
3319,6,2023,4.13,4.35,0.54,51.64,0.16,0.22,0.3,0.59,42.89,3.05,81.6
3320,20,2009,5.4,4.91,0.29,77.37,0.37,0.46,0.5,0.65,64.69,7.95,91.63
3321,16,2015,5.49,4.76,0.35,57.24,0.89,0.41,0.59,0.55,73.02,6.72,37.26
3322,5,2019,4.08,6.95,0.34,60.01,0.21,-0.15,0.78,0.78,75.9,3.23,66.8
3323,16,2012,4.36,4.43,0.33,67.26,0.42,-0.1,0.23,0.04,40.29,4.83,52.52
3324,20,2023,3.85,5.04,0.24,65.74,0.31,0.22,0.13,0.08,51.97,7.33,68.39
3325,1,2012,6.59,6.73,0.61,68.22,0.79,0.16,0.48,0.1,96.99,3.35,53.25
3326,3,2023,6.85,4.67,0.9,69.07,0.05,-0.08,0.16,0.29,70.52,7.42,42.86
3327,5,2022,5.31,5.24,0.31,61.6,0.2,-0.11,0.69,0.59,82.22,6.03,77.1
3328,16,2014,6.57,8.53,0.19,56.13,0.21,0.19,0.58,0.65,58.49,7.7,32.69
3329,5,2011,6.68,7.49,0.84,76.9,0.99,-0.17,0.74,0.71,75.12,8.13,92.68
3330,6,2013,3.69,5.53,0.74,64.0,0.57,0.41,0.06,0.28,61.39,7.61,40.24
3331,6,2005,7.83,8.39,0.93,67.7,0.14,0.36,0.96,0.65,57.82,3.47,73.06
3332,6,2023,7.11,5.25,0.17,72.56,0.27,0.35,0.0,0.12,64.68,5.76,82.79
3333,20,2009,4.02,6.95,0.14,81.84,0.17,-0.19,0.33,0.01,67.59,4.91,35.1
3334,3,2023,3.93,5.84,0.54,74.76,0.12,-0.17,0.68,0.69,59.87,6.05,93.23
3335,20,2005,3.63,7.76,0.61,51.59,0.8,0.18,0.05,0.72,55.48,8.79,54.93
3336,19,2019,3.69,5.86,0.48,79.35,0.5,0.5,0.08,0.62,77.43,3.75,99.77
3337,1,2020,6.74,5.24,0.6,84.63,0.63,0.04,0.08,0.26,62.84,8.19,34.81
3338,1,2011,5.35,7.04,0.18,66.54,0.33,0.04,0.58,0.93,52.11,8.95,80.17
3339,6,2016,6.91,7.73,0.48,83.94,0.55,-0.11,0.9,0.88,85.5,8.94,41.25
3340,19,2012,6.73,6.68,0.66,69.16,0.26,0.27,0.56,0.52,83.42,7.78,58.19
3341,7,2009,6.02,7.58,0.43,66.09,0.31,0.25,0.6,0.99,93.21,5.79,61.02
3342,7,2014,6.43,6.11,0.68,61.6,0.65,-0.13,0.35,0.3,73.3,4.07,58.43
3343,6,2009,3.09,7.98,0.45,73.01,0.15,0.13,0.02,0.49,56.77,6.65,53.63
3344,16,2021,4.56,6.93,0.33,58.04,0.62,0.27,0.02,0.93,91.82,6.66,83.7
3345,20,2009,6.19,4.98,0.3,53.67,0.85,0.15,0.89,0.46,56.82,4.9,87.39
3346,6,2019,3.05,8.45,0.41,50.95,0.12,0.27,0.1,0.47,79.34,6.7,53.49
3347,8,2017,3.16,8.18,0.02,60.23,0.9,0.37,1.0,0.08,51.42,3.7,63.79
3348,5,2005,7.26,8.82,0.67,63.85,0.08,0.28,0.16,0.21,77.75,6.8,59.52
3349,1,2015,6.42,6.85,0.85,69.32,0.35,0.23,0.67,0.16,90.45,8.38,71.55
3350,7,2005,4.33,7.38,0.35,60.25,0.61,0.4,0.95,0.57,72.4,5.83,40.52
3351,4,2015,6.44,8.32,0.05,84.44,0.56,0.43,0.36,0.32,68.25,7.59,86.4
3352,7,2022,6.96,4.26,0.99,60.21,0.1,0.07,0.73,0.08,99.61,6.81,85.79
3353,1,2022,4.53,8.56,0.26,65.43,0.8,-0.08,0.35,0.51,41.35,3.02,71.33
3354,5,2020,3.18,5.36,0.13,53.61,0.97,0.37,0.3,0.67,59.9,3.73,82.23
3355,1,2017,7.66,4.29,0.37,59.12,0.18,-0.05,0.2,0.74,95.12,7.65,99.2
3356,4,2011,4.73,5.19,0.74,51.69,0.9,0.45,0.82,0.84,78.56,3.24,94.58
3357,6,2005,3.53,6.93,0.29,69.58,0.56,-0.18,0.26,0.48,72.53,8.74,72.8
3358,19,2020,5.46,4.24,0.57,76.29,0.94,0.44,0.28,0.39,78.26,8.36,65.8
3359,4,2005,6.84,4.0,0.42,56.85,0.18,0.21,1.0,0.68,59.32,5.17,67.42
3360,1,2021,4.11,7.2,0.12,62.88,0.79,0.34,0.33,0.01,44.27,4.86,62.66
3361,1,2010,4.35,6.27,0.33,50.58,0.06,0.08,0.42,0.63,56.51,6.68,63.62
3362,8,2006,4.21,8.22,0.72,79.38,0.88,0.49,0.99,0.41,60.19,6.67,81.24
3363,8,2021,7.96,5.29,0.61,77.3,0.67,-0.04,0.37,0.45,68.79,3.53,99.45
3364,3,2010,3.99,5.4,0.12,52.21,0.37,-0.01,0.37,0.3,63.63,4.29,33.17
3365,8,2018,5.88,4.39,0.16,62.77,0.19,-0.16,0.83,0.13,71.26,6.82,46.11
3366,20,2022,7.63,6.69,0.64,83.44,0.82,0.46,0.31,0.4,51.76,7.8,44.71
3367,19,2010,3.73,5.83,0.81,63.72,0.6,0.12,0.23,0.31,51.04,4.15,88.3
3368,5,2014,7.85,5.7,0.35,68.42,0.36,0.27,0.42,0.96,61.1,7.21,59.38
3369,4,2022,7.74,6.29,0.6,62.43,0.44,0.28,0.7,0.94,68.42,8.22,66.76
3370,1,2013,7.42,8.25,0.17,70.86,0.83,0.41,0.04,0.64,60.5,3.71,62.84
3371,3,2012,4.07,4.53,0.31,84.24,0.34,0.27,0.37,0.9,74.59,5.63,89.76
3372,3,2014,6.17,6.62,0.02,84.91,0.09,0.19,0.35,0.75,58.6,8.1,64.98
3373,5,2021,6.8,4.98,0.77,77.12,0.91,0.3,0.24,0.35,50.63,5.22,76.75
3374,19,2010,7.93,5.06,0.4,64.15,0.39,0.33,0.65,0.6,91.77,4.62,31.36
3375,4,2018,3.9,5.28,0.82,67.31,0.35,-0.07,0.29,0.22,52.04,7.47,75.67
3376,7,2010,6.83,6.3,0.71,62.49,0.2,-0.12,0.61,0.69,98.0,5.4,46.87
3377,8,2011,4.69,6.47,0.83,84.5,0.9,-0.15,0.5,0.04,99.24,7.24,90.68
3378,6,2016,3.88,8.36,0.29,74.77,0.22,0.06,0.22,0.83,81.81,3.76,82.61
3379,3,2007,5.11,8.46,0.19,65.71,0.64,0.15,0.27,0.58,70.12,6.32,37.65
3380,8,2018,6.97,6.93,0.97,50.42,0.88,0.23,0.17,0.06,87.73,5.28,37.24
3381,8,2023,5.32,5.41,0.72,68.22,0.03,0.47,0.06,0.87,92.39,8.98,50.51
3382,20,2020,5.69,8.09,0.83,84.44,0.83,0.03,0.62,0.88,82.58,6.55,38.8
3383,19,2011,7.98,7.96,0.01,68.31,0.41,0.33,0.67,0.85,46.12,7.09,81.82
3384,6,2012,5.0,7.99,0.35,56.38,0.66,0.17,0.17,0.77,40.18,3.79,99.08
3385,7,2022,6.08,4.08,0.74,50.77,0.37,-0.05,0.62,0.68,51.51,8.95,75.87
3386,1,2017,4.83,7.77,0.08,62.41,0.7,0.23,0.98,0.4,51.31,3.31,47.43
3387,20,2013,4.96,8.26,0.57,82.14,0.25,0.48,0.07,0.14,50.95,3.43,69.5
3388,8,2014,6.48,7.03,0.43,84.88,0.02,-0.11,0.49,0.29,70.59,3.45,86.4
3389,8,2013,7.69,7.76,0.02,83.09,0.95,0.16,0.73,0.35,71.21,8.22,97.35
3390,16,2019,5.71,7.88,0.24,75.53,0.02,-0.16,0.05,0.36,83.38,7.37,30.36
3391,6,2024,6.84,6.53,0.28,69.53,0.82,0.02,0.78,0.57,52.09,8.84,66.66
3392,6,2006,3.45,8.07,0.11,70.67,0.17,0.23,0.98,0.21,45.56,3.4,61.72
3393,16,2017,4.06,7.96,0.63,68.86,0.39,0.39,0.09,0.19,79.97,7.15,59.01
3394,6,2006,5.51,8.58,0.24,74.75,0.82,0.31,0.82,0.72,69.04,6.2,65.27
3395,8,2023,3.1,8.61,0.28,64.66,0.21,0.12,0.38,0.01,79.98,6.83,58.25
3396,3,2006,4.26,6.65,0.9,73.42,0.87,0.44,0.14,0.15,62.84,6.08,54.08
3397,4,2007,5.59,4.16,0.47,54.26,0.5,0.01,0.49,0.43,85.05,7.05,38.04
3398,8,2010,3.07,4.1,0.39,59.3,0.37,0.33,0.07,0.15,80.96,8.44,64.99
3399,20,2007,4.32,8.69,0.72,79.26,0.66,0.13,0.52,0.96,79.02,6.52,87.47
3400,19,2014,5.57,5.69,0.91,81.63,0.34,0.43,0.02,0.67,41.65,8.38,37.33
3401,16,2010,5.87,5.89,0.03,68.87,0.35,0.36,0.73,0.43,91.49,7.69,81.69
3402,7,2020,7.63,6.35,0.45,51.11,0.73,0.43,0.49,0.11,62.6,8.19,48.74
3403,1,2021,6.23,5.33,0.61,82.44,0.31,-0.05,0.46,0.39,48.14,6.96,56.69
3404,7,2023,5.07,6.95,0.32,74.57,0.2,0.27,0.2,0.65,85.34,6.11,99.17
3405,8,2007,7.65,7.92,0.77,64.49,0.81,0.32,0.36,0.97,69.19,3.42,77.26
3406,20,2022,6.92,5.29,0.97,70.94,0.81,0.32,0.18,0.47,41.92,8.01,80.34
3407,8,2011,4.0,7.72,0.94,65.04,0.5,0.15,0.74,0.69,86.91,4.45,72.17
3408,19,2013,3.65,7.36,0.27,66.29,0.53,-0.19,0.2,0.2,66.1,3.22,52.57
3409,3,2024,6.38,6.63,0.23,81.04,0.7,-0.02,0.62,0.62,85.3,6.11,77.26
3410,1,2016,5.8,5.63,0.96,55.64,0.51,0.03,0.28,0.24,85.34,6.8,62.01
3411,19,2009,6.95,8.36,0.46,53.63,0.42,0.4,0.66,0.2,46.0,6.97,88.25
3412,16,2007,6.69,6.01,0.21,50.1,0.99,0.39,0.54,0.51,76.79,7.02,69.97
3413,16,2015,6.13,5.87,0.71,60.99,0.15,-0.13,0.42,0.21,61.61,6.92,83.99
3414,8,2008,7.93,7.21,0.28,55.16,0.59,0.46,0.67,0.72,72.78,7.85,89.4
3415,20,2009,5.67,8.6,0.27,57.7,0.89,-0.07,0.42,0.94,45.31,7.62,87.48
3416,19,2005,3.57,6.54,0.88,50.39,0.69,0.09,0.82,0.39,75.29,7.88,58.15
3417,5,2022,7.14,7.61,0.16,57.95,0.88,-0.05,0.73,0.32,86.65,5.76,55.81
3418,20,2016,4.26,6.28,0.06,61.64,0.34,0.4,0.54,0.18,99.21,3.38,90.83
