social_id,country_id,year_id,gdp_per_capita,population,urbanization_rate,education_index,unemployment_rate,employment_rate,income_inequality,public_health_expenditure,internet_access,crime_rate,political_stability
3153,3,2008,33623.5,36609039,76.41,0.52,7.02,88.36,26.45,5.4,71.77,69.85,0.98
3154,5,2008,51702.25,1200153493,82.63,0.95,19.52,85.4,40.4,7.45,76.92,53.29,0.42
3155,1,2008,6992.76,955464343,82.56,0.67,15.11,74.57,21.89,5.11,68.53,11.52,0.83
3156,7,2024,21474.65,336994672,52.12,0.67,12.54,58.93,53.6,5.02,73.79,63.02,0.03
3157,4,2022,32756.91,784082093,88.4,0.82,14.59,94.48,45.11,3.5,73.36,38.9,0.78
3158,20,2022,48866.04,495862497,72.55,0.83,14.78,88.12,57.66,2.71,46.83,37.73,0.55
3159,7,2020,13770.14,379391162,52.21,0.68,15.74,61.22,43.99,9.08,51.87,36.8,0.64
3160,6,2013,48372.86,505230933,56.52,0.57,3.21,85.33,27.29,3.45,40.52,51.76,0.37
3161,4,2022,24578.67,757183431,71.23,0.78,9.43,54.87,39.36,2.5,94.0,60.0,0.54
3162,7,2006,12145.92,1203960780,51.67,0.81,7.31,55.69,46.59,6.66,51.62,55.33,0.93
3163,19,2008,45780.2,936939107,79.59,0.93,3.27,71.34,34.97,6.37,84.81,26.92,0.39
3164,5,2016,6363.04,1345211619,38.88,0.74,9.43,83.68,42.11,6.54,82.97,59.48,0.11
3165,7,2011,31371.28,939071966,84.46,0.82,13.09,94.03,26.51,5.74,78.78,19.49,0.72
3166,1,2019,4768.67,983330028,48.07,0.53,5.21,96.61,51.08,3.14,64.74,77.99,0.51
3167,3,2011,22028.65,204653845,39.16,0.95,7.49,83.21,56.38,2.17,72.11,43.15,0.42
3168,19,2021,36463.53,32553436,81.48,0.66,13.51,87.59,32.6,2.37,50.25,16.39,0.78
3169,20,2020,33810.82,627807528,44.37,0.82,12.43,74.5,51.73,9.55,45.84,50.36,0.56
3170,20,2023,24874.67,139023210,80.6,0.96,17.64,52.68,23.68,6.25,59.35,50.39,0.63
3171,20,2013,26313.83,413297788,47.78,0.91,16.24,56.01,29.87,5.2,85.41,12.72,0.93
3172,20,2018,14379.4,956558595,86.03,0.82,19.38,96.6,38.47,5.29,71.02,10.76,0.06
3173,3,2021,27897.07,442735366,43.14,0.85,12.75,68.86,35.46,7.22,82.01,79.73,0.26
3174,7,2009,57242.04,1330481633,34.18,0.96,14.57,87.05,44.79,5.01,88.97,37.31,0.9
3175,8,2006,51176.72,106220329,86.19,0.91,17.49,60.58,42.52,8.37,70.83,27.18,0.79
3176,7,2024,9568.74,1211231952,39.94,0.8,17.12,75.58,23.49,4.08,60.2,48.34,0.19
3177,6,2020,2757.07,1127579050,86.65,0.83,14.94,57.33,25.27,4.94,87.06,10.58,0.17
3178,5,2018,56077.93,458704438,79.44,0.57,11.0,88.82,22.07,9.48,52.63,10.9,0.83
3179,4,2018,32078.24,1200309301,34.92,0.74,6.92,58.07,58.1,4.08,41.36,17.89,0.55
3180,8,2005,32732.43,1488033097,56.71,0.65,17.79,83.88,45.81,7.29,42.79,66.18,0.86
3181,8,2007,47062.36,1051741699,34.4,0.72,15.98,57.24,54.22,4.92,72.02,27.38,0.92
3182,7,2011,19566.65,404793548,49.79,0.83,17.08,89.3,41.65,5.77,89.08,45.24,0.07
3183,8,2019,29432.55,1296602879,51.09,0.57,4.53,74.14,27.75,2.36,71.04,25.65,0.97
3184,16,2023,58151.11,1158775488,65.98,0.51,7.67,69.8,45.06,3.34,62.51,48.14,0.72
3185,16,2024,40656.77,1062577760,88.55,0.7,9.65,66.17,40.21,2.82,71.74,45.62,0.83
3186,6,2006,10070.96,1476534257,40.19,0.66,17.09,83.01,36.33,8.76,76.91,38.05,0.63
3187,4,2023,8860.38,694234065,49.75,0.71,18.07,54.23,34.87,9.69,81.72,40.32,0.31
3188,1,2013,13051.62,1454049935,65.23,0.97,7.13,91.1,46.0,2.54,59.1,55.74,0.6
3189,3,2023,46235.99,830925685,40.29,0.85,14.36,86.54,44.71,2.61,61.28,68.95,0.52
3190,7,2009,18427.24,1305431021,72.64,0.66,3.4,67.9,26.06,6.42,41.3,32.36,0.93
3191,3,2022,2261.94,786514037,54.22,0.59,9.37,96.93,52.65,6.03,75.73,47.25,0.56
3192,1,2020,56706.29,920275136,86.97,0.81,10.76,89.94,45.44,7.2,82.72,69.79,0.03
3193,7,2008,11013.09,1122367653,67.79,0.83,15.78,63.0,41.43,7.89,68.1,21.75,0.69
3194,7,2016,1563.93,371793018,51.78,0.74,18.06,92.61,49.96,8.38,60.71,78.57,0.05
3195,4,2011,14990.76,928255589,73.17,0.61,8.07,54.75,26.15,3.19,58.32,62.54,0.94
3196,3,2018,14866.7,113243222,80.33,0.51,11.5,83.1,56.79,2.3,75.48,35.63,0.49
3197,16,2016,25898.31,35674193,78.03,0.63,13.65,56.3,30.82,9.11,58.19,36.26,0.97
3198,20,2007,55303.0,1275278302,45.77,0.73,7.92,96.84,30.51,5.76,72.95,24.37,0.03
3199,3,2009,52871.91,692278920,55.02,0.89,19.74,52.39,52.6,9.77,90.98,28.75,0.53
3200,5,2021,27956.78,903047983,57.13,0.93,17.76,61.17,33.36,6.26,58.18,51.09,0.23
3201,5,2014,25243.09,1288076191,53.3,0.71,7.34,75.45,53.23,6.08,43.76,10.26,0.64
3202,7,2014,33745.54,932056654,48.65,0.9,11.14,78.03,33.12,6.98,88.07,11.62,0.5
3203,20,2015,15363.79,437563297,75.16,1.0,6.16,74.62,42.03,3.36,55.05,79.05,0.57
3204,19,2021,4078.91,791285700,30.73,0.86,11.26,85.52,29.23,4.03,94.37,26.49,0.36
3205,1,2009,56414.22,213599100,47.61,0.86,14.3,50.07,49.26,9.25,86.21,68.07,0.05
3206,6,2017,12015.24,1101090358,38.5,0.95,3.54,77.06,26.68,3.7,63.48,52.87,0.11
3207,20,2014,12705.64,150604716,37.73,0.67,17.66,79.52,55.98,3.86,74.55,41.22,0.86
3208,6,2013,28875.16,1048151954,46.62,0.51,12.69,60.04,34.87,6.08,55.26,61.25,0.7
3209,3,2021,30005.19,389722720,75.73,0.99,19.81,81.64,38.86,7.13,44.63,13.5,0.77
3210,3,2005,2087.62,398320207,88.17,0.75,2.46,81.39,20.96,2.01,68.92,62.93,0.12
3211,6,2008,9729.33,172843814,60.88,0.89,16.97,75.45,59.03,5.65,63.36,69.99,0.05
3212,1,2008,23311.13,1460498654,50.34,0.91,16.26,62.45,52.53,5.19,93.35,29.62,0.02
3213,20,2022,41340.11,109124951,79.75,0.7,4.39,70.0,37.88,8.92,72.86,31.11,0.52
3214,19,2013,14476.69,541915615,34.03,0.77,8.04,63.08,56.81,8.72,81.09,17.21,0.5
3215,7,2022,25957.85,1330793566,35.59,0.77,17.93,86.95,57.24,9.25,47.44,69.91,0.11
3216,4,2018,33883.36,573399407,50.72,0.61,11.33,79.69,41.32,8.74,79.8,66.55,0.35
3217,3,2019,53426.96,355769035,56.9,0.56,9.22,57.26,29.35,8.29,43.1,39.76,0.53
3218,5,2010,20238.16,663273862,77.87,0.77,18.3,77.25,39.48,8.87,73.72,36.44,0.68
3219,1,2014,8879.94,31382801,85.52,0.56,3.68,93.36,32.99,3.4,86.12,39.93,0.81
3220,4,2019,29867.06,613457780,61.88,0.67,10.52,89.97,37.92,4.73,66.57,39.42,0.64
3221,19,2008,45056.57,723004082,59.74,0.59,13.74,92.78,56.46,7.47,51.83,40.07,0.03
3222,8,2022,7481.73,935118043,42.78,0.85,12.95,94.02,31.27,9.39,64.4,20.2,0.59
3223,7,2022,26056.33,1256132460,57.07,0.94,6.76,59.03,53.56,7.34,86.26,10.94,0.09
3224,3,2021,2049.32,1050539090,85.42,0.79,12.14,84.54,57.41,3.66,79.29,63.37,0.56
3225,7,2016,2979.99,327681027,53.57,0.71,14.75,80.93,52.2,9.56,73.3,34.06,0.38
3226,4,2011,29494.25,85407597,42.64,1.0,12.53,51.6,41.09,8.08,78.16,44.36,0.29
3227,7,2020,18593.64,22974913,50.24,0.51,14.32,87.35,42.56,7.73,85.88,31.52,0.48
3228,8,2015,50861.33,747324273,60.88,0.65,6.61,59.95,52.79,8.1,48.35,36.71,0.38
3229,4,2018,36527.1,1230133751,65.92,0.64,16.99,94.02,21.78,7.27,86.31,15.24,0.83
3230,3,2007,27782.04,405942013,55.95,0.68,10.09,90.09,49.44,2.18,84.36,35.92,0.23
3231,20,2023,25068.19,433595218,75.51,0.62,19.77,86.91,41.15,4.03,66.26,42.42,0.14
3232,5,2022,30337.48,367522994,65.07,0.63,2.42,83.45,35.89,9.65,62.16,68.3,0.84
3233,4,2014,3385.89,989133338,69.9,0.63,8.85,72.56,50.68,4.31,91.29,32.55,0.24
3234,16,2010,53674.81,1317618676,81.78,0.75,5.25,88.3,30.65,8.17,85.07,16.2,0.03
3235,8,2017,59899.89,1074403477,81.94,0.7,12.0,89.32,55.82,5.4,94.38,63.14,0.39
3236,4,2014,11707.74,966100665,42.21,0.82,6.38,54.73,47.54,9.26,75.3,36.29,0.82
3237,4,2022,8102.59,784325570,67.4,0.76,15.27,65.89,44.41,6.46,41.73,74.08,0.43
3238,16,2024,9471.07,1215457415,73.0,0.59,17.87,65.2,40.92,7.06,48.46,77.13,0.47
3239,3,2020,40000.6,503222947,38.75,0.91,5.8,55.98,28.51,3.92,85.12,71.03,0.05
3240,4,2010,40025.01,954841460,80.57,0.74,4.89,96.84,44.68,2.46,75.14,25.87,0.71
3241,5,2017,51027.53,938744610,40.83,0.58,17.76,78.01,49.0,8.05,50.89,27.77,0.34
3242,7,2008,45357.76,1175286052,77.96,0.58,8.5,78.31,20.47,2.54,40.66,65.59,0.73
3243,3,2018,27531.69,541911562,39.69,0.9,9.82,68.36,34.66,7.77,54.46,41.23,0.41
3244,5,2005,37158.47,485728918,74.51,0.85,5.98,86.9,53.3,6.44,47.57,30.85,0.53
3245,3,2024,41608.8,310716978,38.89,0.75,9.66,72.83,45.29,8.56,88.19,30.57,0.59
3246,5,2009,31251.45,711070896,52.73,0.65,6.16,85.63,44.61,3.65,88.55,50.42,0.2
3247,8,2012,29063.41,1327304769,38.61,0.73,13.99,92.14,29.14,6.33,86.33,72.65,0.29
3248,5,2016,39060.75,665060539,46.24,0.82,10.98,81.53,45.28,6.91,45.2,53.32,0.59
3249,6,2006,33891.0,442090600,89.07,0.94,16.19,79.91,51.45,2.59,47.43,53.42,0.82
3250,5,2016,38992.6,137856994,36.46,0.78,7.63,87.77,36.07,7.91,47.45,62.29,0.96
3251,20,2009,37158.43,792204969,54.39,0.64,11.1,74.14,27.28,5.11,54.21,63.22,0.52
3252,20,2009,43432.6,875663624,70.62,0.52,6.67,88.96,23.09,3.03,44.01,73.66,0.07
3253,1,2017,38925.41,1388898595,35.68,0.59,18.82,54.44,40.23,5.1,93.99,21.35,0.96
3254,6,2013,31664.81,1420644454,36.54,0.83,11.39,61.61,47.35,2.79,87.03,78.92,0.42
3255,6,2014,41226.01,951179229,38.6,0.58,5.12,94.38,26.51,9.1,43.81,33.02,0.1
3256,7,2005,27519.44,243574571,68.7,0.74,6.91,58.22,36.86,5.65,47.9,29.71,0.97
3257,6,2007,15258.6,1260858037,84.56,0.85,3.49,71.75,42.75,3.1,54.43,45.69,0.28
3258,7,2022,1083.67,1259226812,79.56,0.65,2.5,73.07,26.23,4.02,82.63,28.51,0.66
3259,1,2016,34037.88,344362460,88.98,0.83,11.47,70.04,30.8,7.8,79.28,26.3,0.14
3260,1,2007,35848.66,985022158,64.69,0.79,8.07,91.61,44.34,8.29,74.68,77.68,0.72
3261,8,2013,58350.89,1080392307,87.69,0.72,19.35,85.99,49.0,2.33,90.17,17.28,0.98
3262,20,2006,22327.22,1364985641,48.3,0.95,5.08,88.89,45.44,2.48,42.0,79.3,0.99
3263,5,2007,24253.86,1201741602,55.29,0.85,16.29,97.58,48.55,9.34,48.87,53.57,0.13
3264,5,2018,12906.18,1367282923,53.76,0.68,7.69,96.79,43.26,4.65,50.44,77.1,0.77
3265,16,2008,5161.52,482327430,32.84,0.9,6.02,92.82,53.43,3.55,43.28,72.82,0.66
3266,16,2023,46595.47,1111096907,79.78,0.87,19.45,77.15,53.07,2.98,74.01,55.39,0.8
3267,19,2017,15731.18,273513813,31.48,0.9,16.45,64.46,51.85,5.81,51.53,51.29,0.33
3268,3,2011,36925.39,1320722144,73.79,0.82,13.35,84.74,43.02,8.17,66.55,79.48,0.4
3269,8,2016,41578.61,1092145157,54.42,0.69,14.55,95.57,59.77,6.17,77.7,46.06,0.34
3270,19,2007,28802.96,744246392,30.37,0.67,19.84,97.53,21.56,2.17,72.75,22.51,0.77
3271,19,2013,52704.77,909388274,47.4,0.83,12.68,79.43,27.83,5.87,55.96,79.51,0.81
3272,4,2006,27183.9,573640760,50.77,0.57,3.83,83.64,52.36,4.49,62.78,32.65,0.25
3273,4,2013,17809.61,1050587870,87.88,0.91,3.17,63.38,53.05,7.46,58.69,16.12,0.57
3274,19,2016,53864.92,477152844,69.66,0.69,14.0,59.68,52.75,6.19,86.89,60.18,0.13
3275,6,2016,51832.29,1175145827,62.61,0.82,13.84,80.66,54.91,9.72,63.1,41.22,0.01
3276,3,2019,10678.36,1401260601,37.62,0.75,15.47,60.81,36.9,6.79,43.39,37.16,0.61
3277,8,2006,2531.7,176903609,53.47,0.76,3.96,68.98,57.27,7.06,74.06,54.21,0.84
3278,19,2022,6309.15,877533933,32.15,0.87,19.01,73.64,28.37,6.16,50.87,13.7,0.91
3279,5,2017,17906.3,49955037,75.7,0.81,11.92,94.77,57.48,4.49,58.62,58.88,0.62
3280,3,2018,58363.33,761478655,39.77,0.63,13.69,96.92,42.27,7.04,58.02,45.24,0.81
3281,4,2009,33952.45,507617935,65.67,0.54,2.63,61.86,26.56,4.66,43.98,44.32,0.4
3282,5,2014,23022.44,816146555,71.96,0.92,19.3,56.34,49.44,7.74,92.3,73.0,0.88
3283,4,2016,53434.25,380515804,51.99,0.94,12.13,60.79,31.84,3.89,70.09,68.18,0.77
3284,4,2014,27735.04,533068449,67.96,0.58,12.14,74.91,28.82,4.94,48.59,47.21,0.31
3285,3,2015,19599.08,1483163976,75.85,0.65,18.98,87.58,26.88,6.67,70.57,50.48,0.6
3286,4,2006,56531.95,458896628,41.05,0.64,18.73,75.06,21.18,7.03,64.84,66.49,0.05
3287,1,2009,51121.54,706545677,66.05,0.97,5.97,94.79,50.59,7.35,58.97,38.79,0.15
3288,20,2011,50776.43,183761965,74.03,0.6,18.76,80.6,39.46,7.6,65.99,56.99,0.95
3289,1,2010,31224.8,980319172,51.42,0.58,15.26,73.22,59.15,4.55,76.83,47.85,0.01
3290,20,2007,47576.87,754282401,39.75,0.59,2.34,86.97,37.57,9.14,50.97,44.97,0.2
3291,16,2017,11581.85,560237348,47.17,0.86,6.32,95.78,53.73,2.24,69.58,78.93,0.14
3292,16,2007,34820.15,984715397,85.98,0.94,9.43,65.99,58.72,3.51,84.71,11.23,0.7
3293,4,2010,59046.91,1134610760,51.45,0.7,12.49,63.2,20.9,2.56,52.24,39.02,0.11
3294,8,2015,18166.55,1354785208,36.46,0.57,14.62,60.24,24.21,7.37,68.35,75.11,0.02
3295,8,2021,47866.79,180253517,34.96,0.79,5.78,75.71,33.91,4.19,93.12,74.97,0.93
3296,20,2014,29938.23,1443649412,40.83,0.6,17.06,72.48,54.8,3.59,84.03,62.34,0.87
3297,5,2016,3348.54,900842830,37.65,0.53,17.22,61.87,53.52,5.85,72.62,51.43,0.36
3298,3,2021,46018.14,310393449,59.7,0.94,13.43,84.64,34.67,6.95,81.2,58.36,0.1
3299,4,2008,10945.58,1248112622,50.85,0.94,18.58,64.28,28.0,6.95,68.91,27.7,0.68
3300,3,2006,38256.94,253443088,80.48,0.99,16.63,86.31,52.09,6.46,94.26,44.19,0.88
3301,1,2015,6054.19,815398584,82.86,0.74,5.99,90.27,43.88,9.94,49.3,47.52,0.97
3302,8,2011,56865.18,796290122,58.4,0.65,16.38,91.58,21.26,8.88,79.58,14.46,0.13
3303,6,2006,18211.71,228872475,83.31,0.88,19.16,57.03,52.17,3.91,40.33,70.64,0.6
3304,1,2022,14361.42,366596109,57.03,0.59,4.48,64.69,58.28,8.07,46.91,41.97,0.43
3305,1,2008,8619.05,1021509329,68.52,0.62,19.62,75.16,21.68,6.55,79.7,72.92,0.16
3306,20,2012,56814.13,677871860,39.75,0.63,2.45,90.59,31.43,2.56,81.76,37.3,0.81
3307,7,2024,43002.32,1064289985,33.15,0.98,11.4,69.25,52.78,2.4,42.17,38.62,0.78
3308,1,2018,44757.99,945105402,39.61,0.86,15.93,81.67,43.39,8.4,58.36,27.1,0.96
3309,4,2016,30464.87,1305864680,45.11,0.57,16.23,71.82,59.57,6.36,46.5,55.1,0.09
3310,19,2022,29008.94,441597754,75.06,0.55,15.22,51.42,56.62,6.57,88.96,48.39,0.24
3311,19,2015,7491.25,555525219,40.41,0.92,11.53,65.18,27.13,4.69,64.96,73.91,0.83
3312,4,2012,34030.62,258120091,37.84,0.9,13.72,86.32,46.96,9.44,64.34,40.05,0.4
3313,7,2006,15568.07,398148271,85.66,0.84,14.6,85.05,46.13,7.71,85.31,55.37,0.48
3314,7,2019,58651.57,1436523691,71.33,0.6,10.9,92.42,24.43,9.42,78.25,59.53,0.61
3315,20,2013,47998.28,1107610168,58.4,0.74,12.72,78.46,23.58,2.79,90.73,32.39,0.41
3316,8,2023,25366.53,507159823,35.7,0.8,17.23,86.79,42.78,6.67,91.63,71.66,0.04
3317,3,2024,9929.13,175490078,81.11,0.97,7.63,69.93,36.12,7.1,57.23,36.66,0.6
3318,7,2012,47334.57,943006416,36.5,0.58,11.42,66.79,41.82,3.01,75.66,54.62,0.23
3319,6,2023,8201.17,658349190,66.66,0.76,2.15,66.31,29.55,4.77,69.8,53.11,0.97
3320,20,2009,12170.69,590951713,70.06,0.58,14.37,57.63,42.27,3.72,72.77,39.5,0.69
3321,16,2015,13479.71,1055924840,54.01,0.72,5.52,71.01,35.34,9.88,74.39,22.83,0.84
3322,5,2019,33856.55,652014490,84.67,0.6,10.66,88.91,55.5,6.35,43.3,51.47,0.95
3323,16,2012,47436.34,836503563,33.04,0.92,5.78,50.58,32.24,4.52,89.23,36.29,0.06
3324,20,2023,19544.58,248844653,79.09,0.63,2.42,77.59,54.83,7.32,47.72,36.54,0.15
3325,1,2012,5995.52,1054611906,63.23,0.71,10.7,58.3,35.6,7.28,63.34,44.5,0.81
3326,3,2023,28407.77,1427272117,66.67,0.7,9.65,85.72,43.13,4.78,56.06,57.41,0.88
3327,5,2022,45138.5,8366324,89.21,0.93,9.65,56.73,31.46,9.95,70.46,61.07,0.0
3328,16,2014,14078.17,703511375,64.96,0.88,5.76,57.87,52.36,8.47,92.88,39.9,0.95
3329,5,2011,13975.55,756270952,77.82,0.53,19.05,52.05,53.75,5.2,62.68,18.39,0.45
3330,6,2013,56886.39,1201823815,39.21,0.53,2.06,71.25,52.36,7.28,73.18,65.42,0.46
3331,6,2005,57295.07,949559945,78.56,0.78,18.05,81.08,45.59,7.68,47.76,56.86,0.88
3332,6,2023,59437.48,982198933,75.66,0.71,15.26,63.86,32.19,3.39,65.47,66.05,0.29
3333,20,2009,48651.92,1406164002,88.09,0.64,5.1,51.99,45.46,9.03,90.37,32.11,0.58
3334,3,2023,12102.87,202784132,86.14,0.9,10.5,94.77,58.38,8.61,91.28,73.64,0.33
3335,20,2005,13506.91,304885413,42.84,0.56,19.8,91.3,45.94,8.05,70.05,28.39,0.11
3336,19,2019,21073.29,1451946157,57.9,0.99,13.59,72.22,58.26,3.78,82.27,30.28,0.36
3337,1,2020,19769.82,920311666,84.69,0.51,4.29,89.52,32.18,3.09,40.18,47.55,0.17
3338,1,2011,57435.14,1247796441,68.45,0.56,10.24,88.46,53.84,3.44,69.23,79.81,0.52
3339,6,2016,47555.36,1365494129,57.82,0.66,10.43,76.96,48.74,2.74,80.29,24.15,0.53
3340,19,2012,43716.52,1427972377,36.54,0.75,16.44,75.29,52.77,9.52,58.14,68.7,0.44
3341,7,2009,11971.83,873389315,51.11,0.61,18.49,81.25,48.43,8.81,89.56,10.16,0.17
3342,7,2014,54662.01,1331940028,69.91,0.87,3.48,84.66,39.21,2.73,82.88,26.63,0.12
3343,6,2009,49844.35,1261300002,76.61,0.68,7.65,89.4,47.46,7.42,82.33,34.23,0.1
3344,16,2021,10654.87,1163104556,56.83,0.52,7.37,77.58,57.28,3.96,41.17,55.4,0.11
3345,20,2009,52399.05,819524035,33.35,0.94,19.93,85.82,36.7,2.14,50.11,17.96,0.29
3346,6,2019,17062.6,1378595720,67.99,0.97,12.07,58.91,58.07,4.34,79.25,19.01,0.0
3347,8,2017,5771.32,534234744,85.3,0.81,17.84,85.81,21.98,5.52,70.89,20.25,0.06
3348,5,2005,39752.52,70045034,59.78,0.9,9.67,52.79,20.57,2.16,71.82,56.38,0.47
3349,1,2015,39574.47,725416283,85.71,0.56,15.01,81.61,39.75,4.59,40.81,18.02,0.18
3350,7,2005,6600.99,1273526280,51.25,0.63,7.16,84.2,53.94,7.6,64.31,37.88,0.26
3351,4,2015,19812.26,480246429,83.18,0.66,18.41,96.44,29.91,3.83,83.25,20.97,0.35
3352,7,2022,59576.05,1360797032,77.18,0.98,10.19,70.25,47.74,5.88,76.5,36.74,0.04
3353,1,2022,41027.17,584244277,87.7,0.76,16.47,55.47,41.88,9.1,71.48,59.98,0.22
3354,5,2020,44074.43,112526260,77.46,0.5,6.6,66.06,31.63,2.23,78.31,29.44,0.78
3355,1,2017,13562.12,937423602,49.29,0.69,14.48,70.12,31.43,8.29,86.8,53.24,0.34
3356,4,2011,5648.14,1111866944,84.03,0.5,9.29,86.96,22.93,5.07,86.72,27.4,0.19
3357,6,2005,17337.2,513055488,70.18,0.62,2.57,58.94,41.45,6.33,65.08,61.63,0.2
3358,19,2020,15685.0,1284309451,39.72,0.73,9.43,58.15,38.01,3.85,56.93,64.39,0.98
3359,4,2005,14838.1,790648480,32.76,0.66,11.9,60.55,31.58,6.63,60.15,31.73,0.15
3360,1,2021,12372.5,1154980334,51.95,0.52,4.73,61.08,58.82,7.85,68.68,11.67,0.91
3361,1,2010,34910.59,1377707445,77.21,0.56,5.31,94.34,52.74,3.61,44.92,19.04,0.08
3362,8,2006,20358.11,804378623,67.09,0.78,10.37,57.7,41.0,4.75,72.5,44.37,0.87
3363,8,2021,49400.36,129774426,61.63,0.85,8.17,69.82,40.87,6.54,64.93,36.74,0.51
3364,3,2010,11852.9,1233842112,30.22,0.7,9.93,69.36,27.74,5.33,81.74,34.19,0.61
3365,8,2018,28413.0,1444065680,56.13,0.87,10.29,56.12,45.97,4.35,55.07,50.55,0.25
3366,20,2022,1805.81,545019399,39.46,0.58,4.52,55.23,58.15,5.61,43.65,21.31,0.9
3367,19,2010,29419.26,941803701,57.27,0.56,5.26,93.67,55.93,4.33,89.2,41.97,0.59
3368,5,2014,4294.46,1280129799,89.51,0.92,17.27,90.15,23.39,4.41,43.74,24.24,0.68
3369,4,2022,58685.69,1142397598,82.77,0.67,4.93,94.79,22.12,6.89,91.0,78.67,0.56
3370,1,2013,47644.94,86785245,48.64,0.72,13.99,65.22,58.45,5.82,67.36,13.4,0.13
3371,3,2012,29916.58,1444851925,65.61,0.97,9.53,75.27,28.0,7.42,43.1,11.1,0.84
3372,3,2014,6108.65,368952281,60.13,0.71,19.43,62.28,42.02,8.7,46.92,49.49,0.18
3373,5,2021,35954.28,435791886,37.8,0.5,3.19,68.81,22.99,9.54,69.31,14.38,0.29
3374,19,2010,45767.06,389664171,89.39,0.97,16.95,88.12,53.73,3.21,40.87,66.77,0.67
3375,4,2018,12252.32,27990927,55.51,0.51,10.85,72.86,24.71,7.01,90.33,67.37,0.09
3376,7,2010,34524.29,499003647,60.34,0.83,2.1,55.26,45.75,6.66,83.79,40.26,0.93
3377,8,2011,49038.44,1244335074,68.86,0.66,6.75,50.15,22.27,8.94,67.75,68.69,0.12
3378,6,2016,46326.62,275546331,41.49,0.74,9.34,61.33,26.27,9.17,90.94,61.84,0.67
3379,3,2007,48376.53,786872732,43.33,0.77,7.66,58.79,40.49,8.08,54.29,19.48,0.64
3380,8,2018,52880.08,139940483,41.55,0.7,8.52,88.12,21.83,6.76,86.94,70.17,0.7
3381,8,2023,56323.24,1455428110,53.07,0.89,18.5,82.0,27.82,3.59,84.28,71.2,0.43
3382,20,2020,24925.75,812821400,41.98,0.97,8.5,90.24,25.45,4.21,72.0,32.59,0.38
3383,19,2011,34557.38,1111987487,85.58,0.54,9.54,70.1,21.62,6.82,57.54,64.25,0.98
3384,6,2012,47648.91,1360244531,72.86,0.9,15.7,78.01,58.84,3.11,70.71,72.82,0.82
3385,7,2022,42131.25,725216816,83.87,0.56,16.29,70.03,38.01,3.47,92.65,62.2,0.49
3386,1,2017,59735.69,807065040,80.91,0.54,3.51,60.62,54.36,9.29,44.65,16.58,0.18
3387,20,2013,1806.98,1399916213,72.19,0.98,14.67,80.29,34.33,9.65,51.06,16.63,0.89
3388,8,2014,21952.86,957450641,44.56,0.74,10.69,68.65,21.7,2.04,75.41,78.77,0.65
3389,8,2013,17580.65,197137600,66.92,0.58,4.41,61.97,47.83,8.9,77.31,47.89,0.14
3390,16,2019,16476.64,1420605497,41.18,0.78,6.76,95.05,21.55,9.5,49.05,55.11,0.18
3391,6,2024,14129.26,784089402,37.95,0.63,2.81,55.18,42.11,6.21,84.35,73.86,0.54
3392,6,2006,42838.31,775155675,67.95,0.73,8.48,87.29,25.56,5.59,91.07,10.52,0.5
3393,16,2017,6000.81,823756481,67.48,0.81,6.6,76.38,46.83,9.35,44.38,39.87,0.41
3394,6,2006,44754.92,1413764845,39.4,0.93,8.88,86.63,55.71,2.06,93.58,49.65,0.43
3395,8,2023,41912.12,1402636755,51.15,0.5,12.45,54.31,58.23,8.72,55.47,10.15,0.17
3396,3,2006,15797.44,1297564182,33.98,0.61,15.18,68.74,41.11,4.37,56.99,53.71,0.26
3397,4,2007,15917.19,4499219,72.94,0.55,12.9,88.21,41.31,7.13,42.47,69.57,0.49
3398,8,2010,38102.77,254574289,89.25,0.55,14.21,89.12,21.53,4.59,67.36,13.84,0.06
3399,20,2007,45968.1,207435272,74.39,0.97,17.58,87.87,50.8,6.18,92.51,66.3,0.35
3400,19,2014,52712.65,834450654,80.65,0.97,17.73,85.73,58.25,8.47,48.85,78.43,0.21
3401,16,2010,51276.23,935296045,58.58,0.87,17.49,68.08,37.53,3.45,71.73,74.42,0.17
3402,7,2020,57928.1,1151512460,35.74,0.82,4.76,84.38,51.75,7.31,55.09,47.59,0.15
3403,1,2021,35301.71,872917005,73.6,0.92,6.52,55.25,51.9,9.19,41.03,70.23,0.14
3404,7,2023,54610.68,166096025,45.39,0.53,11.04,57.81,51.43,9.21,94.29,63.94,0.16
3405,8,2007,48702.28,266432594,53.3,0.56,8.46,75.92,50.35,9.15,79.39,67.24,0.37
3406,20,2022,53785.39,1010433680,72.19,0.66,4.37,76.38,28.6,6.15,80.45,37.86,0.1
3407,8,2011,1685.97,655663034,84.29,0.92,7.18,72.65,50.06,8.14,76.46,43.29,0.9
3408,19,2013,57988.28,1176708451,59.17,0.74,19.56,85.28,25.78,5.57,47.91,26.74,0.5
3409,3,2024,28938.28,1045486632,87.7,0.75,8.24,77.06,48.5,5.68,51.37,13.61,0.5
3410,1,2016,48092.8,1219756247,61.19,0.61,9.54,53.15,20.14,4.27,61.21,51.81,0.21
3411,19,2009,8505.04,935101450,37.35,0.82,2.12,92.59,56.75,4.28,94.75,31.67,0.87
3412,16,2007,24360.52,744081222,61.11,0.94,14.95,80.15,53.1,2.3,76.99,45.19,0.83
